user_id,start_date,event_reason,bonus,bonus_base_amount,carallowance,paygroup,paytype,payrollid,targetincentive
1123,2020-08-14,Data Change,6.82,57895.6,0.0,FR_EXEMPT,Salary,PAY-NVT-1123-R,3948.48
1124,2013-03-26,Hiring,10.17,38009.34,0.0,FR_EXEMPT,Salary,PAY-NVT-1124,3865.55
1124,2014-03-07,Data Change,13.56,81449.45,5400,FR_EXEMPT,Salary,PAY-NVT-1124-R,11044.55
1125,2022-07-26,Hiring,7.43,41319.0,0.0,FR_EXEMPT,Salary,PAY-NVT-1125,3070.0
1125,2023-05-21,Data Change,9.9,41319.0,0.0,FR_EXEMPT,Salary,PAY-NVT-1125-R,4090.58
1126,2013-03-31,Hiring,10.94,45104.17,0.0,FR_EXEMPT,Salary,PAY-NVT-1126,4934.4
1126,2014-04-06,Data Change,14.58,107909.61,0.0,FR_EXEMPT,Salary,PAY-NVT-1126-R,15733.22
1127,2016-07-05,Hiring,10.66,44317.6,0.0,FR_EXEMPT,Salary,PAY-NVT-1127,4724.26
1127,2017-04-01,Data Change,14.21,89126.28,0.0,FR_EXEMPT,Salary,PAY-NVT-1127-R,12664.84
1128,2013-03-03,Hiring,18.88,213494.23,0.0,FR_EXECUTIVE,Salary,PAY-NVT-1128,40307.71
1128,2014-02-06,Data Change,25.17,213494.23,8400,FR_EXECUTIVE,Salary,PAY-NVT-1128-R,53736.5
1129,2016-11-05,Hiring,8.48,45905.65,0.0,FR_EXEMPT,Salary,PAY-NVT-1129,3892.8
1129,2017-09-18,Data Change,11.3,78197.68,0.0,FR_EXEMPT,Salary,PAY-NVT-1129-R,8836.34
1130,2021-03-29,Hiring,9.15,90960.82,0.0,FR_EXEMPT,Commission,PAY-NVT-1130,8322.92
1130,2022-01-17,Data Change,12.2,90960.82,0.0,FR_EXEMPT,Commission,PAY-NVT-1130-R,11097.22
1131,2023-02-15,Hiring,8.48,51132.69,0.0,FR_EXEMPT,Salary,PAY-NVT-1131,4336.05
1131,2024-01-03,Data Change,11.31,51132.69,0.0,FR_EXEMPT,Salary,PAY-NVT-1131-R,5783.11
1132,2021-06-08,Hiring,4.86,38682.07,0.0,FR_EXEMPT,Salary,PAY-NVT-1132,1879.95
1132,2022-05-15,Data Change,6.48,59577.94,0.0,FR_EXEMPT,Salary,PAY-NVT-1132-R,3860.65
1133,2013-10-05,Hiring,12.35,67499.8,0.0,FR_EXEMPT,Salary,PAY-NVT-1133,8336.23
1133,2014-08-26,Data Change,16.46,145843.98,6000,FR_EXEMPT,Salary,PAY-NVT-1133-R,24005.92
1134,2013-12-18,Hiring,11.9,37100.55,0.0,FR_EXEMPT,Salary,PAY-NVT-1134,4414.97
1134,2014-11-03,Data Change,15.87,79848.45,0.0,FR_EXEMPT,Salary,PAY-NVT-1134-R,12671.95
1135,2021-05-30,Hiring,4.26,34729.51,0.0,FR_EXEMPT,Salary,PAY-NVT-1135,1479.48
1135,2022-03-27,Data Change,5.68,48178.81,0.0,FR_EXEMPT,Salary,PAY-NVT-1135-R,2736.56
1136,2016-10-16,Hiring,10.96,72212.24,0.0,FR_EXEMPT,Salary,PAY-NVT-1136,7914.46
1136,2017-08-02,Data Change,14.62,123806.53,4800,FR_EXEMPT,Salary,PAY-NVT-1136-R,18100.51
1137,2024-03-17,Hiring,4.88,53740.93,0.0,FR_EXEMPT,Salary,PAY-NVT-1137,2622.56
1138,2023-09-11,Hiring,8.2,47005.64,0.0,FR_EXEMPT,Salary,PAY-NVT-1138,3854.46
1138,2024-09-09,Data Change,10.93,47005.64,0.0,FR_EXEMPT,Salary,PAY-NVT-1138-R,5137.72
1139,2020-04-23,Hiring,8.67,47664.42,0.0,FR_EXEMPT,Salary,PAY-NVT-1139,4132.51
1139,2021-04-10,Data Change,11.56,61728.7,0.0,FR_EXEMPT,Salary,PAY-NVT-1139-R,7135.84
1140,2013-07-27,Hiring,8.21,66231.53,0.0,FR_EXEMPT,Salary,PAY-NVT-1140,5437.61
1140,2014-06-11,Data Change,10.95,115395.05,0.0,FR_EXEMPT,Salary,PAY-NVT-1140-R,12635.76
1141,2016-09-15,Hiring,10.55,68774.93,0.0,FR_EXEMPT,Salary,PAY-NVT-1141,7255.76
1141,2017-09-26,Data Change,14.07,93212.56,4200,FR_EXEMPT,Salary,PAY-NVT-1141-R,13115.01
1142,2017-09-03,Hiring,16.58,178760.12,0.0,FR_EXECUTIVE,Salary,PAY-NVT-1142,29638.43
1142,2018-07-18,Data Change,22.1,178760.12,9000,FR_EXECUTIVE,Salary,PAY-NVT-1142-R,39505.99
1143,2016-06-15,Hiring,11.75,53842.68,0.0,FR_EXEMPT,Salary,PAY-NVT-1143,6326.51
1143,2017-04-09,Data Change,15.67,94136.45,0.0,FR_EXEMPT,Salary,PAY-NVT-1143-R,14751.18
1144,2019-07-08,Hiring,7.37,51577.27,0.0,FR_EXEMPT,Salary,PAY-NVT-1144,3801.24
1144,2020-05-06,Data Change,9.82,74574.67,0.0,FR_EXEMPT,Salary,PAY-NVT-1144-R,7323.23
1145,2019-04-11,Hiring,11.0,123326.0,0.0,FR_EXEMPT,Salary,PAY-NVT-1145,13565.86
1145,2020-01-16,Data Change,14.67,123326.0,0.0,FR_EXEMPT,Salary,PAY-NVT-1145-R,18091.92
1146,2013-04-12,Hiring,13.19,54383.24,0.0,FR_EXEMPT,Salary,PAY-NVT-1146,7173.15
1146,2014-03-02,Data Change,17.59,98428.97,0.0,FR_EXEMPT,Salary,PAY-NVT-1146-R,17313.66
1147,2012-08-11,Hiring,11.92,37879.0,0.0,FR_EXEMPT,Salary,PAY-NVT-1147,4515.18
1147,2013-07-27,Data Change,15.89,86827.58,4800,FR_EXEMPT,Salary,PAY-NVT-1147-R,13796.9
1148,2021-05-26,Hiring,10.7,87503.05,0.0,FR_EXEMPT,Salary,PAY-NVT-1148,9362.83
1148,2022-03-22,Data Change,14.27,93626.37,0.0,FR_EXEMPT,Salary,PAY-NVT-1148-R,13360.48
1149,2014-03-02,Hiring,9.17,79110.42,0.0,FR_EXEMPT,Commission,PAY-NVT-1149,7254.43
1149,2015-02-01,Data Change,12.23,94789.6,5400,FR_EXEMPT,Commission,PAY-NVT-1149-R,11592.77
1150,2018-03-15,Hiring,11.83,54102.23,0.0,FR_EXEMPT,Salary,PAY-NVT-1150,6400.29
1150,2019-03-17,Data Change,15.77,86728.27,0.0,FR_EXEMPT,Salary,PAY-NVT-1150-R,13677.05
1151,2015-07-29,Hiring,8.38,63954.91,0.0,FR_EXEMPT,Salary,PAY-NVT-1151,5359.42
1151,2016-08-04,Data Change,11.17,102723.48,4200,FR_EXEMPT,Salary,PAY-NVT-1151-R,11474.21
1152,2023-05-07,Hiring,0.52,36988.7,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1152,192.34
1152,2024-04-19,Data Change,0.69,38182.44,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1152-R,263.46
1153,2021-07-10,Hiring,7.51,41490.21,0.0,FR_EXEMPT,Salary,PAY-NVT-1153,3115.91
1153,2022-07-18,Data Change,10.02,54553.7,0.0,FR_EXEMPT,Salary,PAY-NVT-1153-R,5466.28
1154,2024-10-01,Hiring,1.79,40013.09,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1154,716.23
1155,2014-10-06,Hiring,11.83,40196.85,0.0,FR_EXEMPT,Salary,PAY-NVT-1155,4755.29
1155,2015-09-29,Data Change,15.78,92954.84,0.0,FR_EXEMPT,Salary,PAY-NVT-1155-R,14668.27
1156,2012-06-03,Hiring,10.47,68990.55,0.0,FR_EXEMPT,Salary,PAY-NVT-1156,7223.31
1156,2013-05-26,Data Change,13.96,160440.61,0.0,FR_EXEMPT,Salary,PAY-NVT-1156-R,22397.51
1157,2017-08-26,Hiring,9.21,88932.67,0.0,FR_EXEMPT,Salary,PAY-NVT-1157,8190.7
1157,2018-06-26,Data Change,12.28,99227.32,0.0,FR_EXEMPT,Salary,PAY-NVT-1157-R,12185.11
1158,2024-07-03,Hiring,8.48,87010.89,0.0,FR_EXEMPT,Salary,PAY-NVT-1158,7378.52
1159,2014-09-16,Hiring,12.64,41046.48,0.0,FR_EXEMPT,Salary,PAY-NVT-1159,5188.28
1159,2015-07-19,Data Change,16.85,108782.06,0.0,FR_EXEMPT,Salary,PAY-NVT-1159-R,18329.78
1160,2012-08-28,Hiring,9.07,38589.06,0.0,FR_EXEMPT,Salary,PAY-NVT-1160,3500.03
1160,2013-08-16,Data Change,12.09,89727.99,0.0,FR_EXEMPT,Salary,PAY-NVT-1160-R,10848.11
1161,2015-05-25,Hiring,11.65,76391.28,0.0,FR_EXEMPT,Salary,PAY-NVT-1161,8899.58
1161,2016-05-24,Data Change,15.54,76391.28,0.0,FR_EXEMPT,Salary,PAY-NVT-1161-R,11871.2
1162,2017-03-11,Hiring,8.21,48676.85,0.0,FR_EXEMPT,Salary,PAY-NVT-1162,3996.37
1162,2018-02-12,Data Change,10.94,99558.6,0.0,FR_EXEMPT,Salary,PAY-NVT-1162-R,10891.71
1163,2012-05-27,Hiring,10.0,50537.21,0.0,FR_EXEMPT,Commission,PAY-NVT-1163,5053.72
1163,2013-06-04,Data Change,13.33,84844.0,6000,FR_EXEMPT,Commission,PAY-NVT-1163-R,11309.71
1164,2017-08-01,Hiring,10.65,58981.15,0.0,FR_EXEMPT,Salary,PAY-NVT-1164,6281.49
1164,2018-06-01,Data Change,14.2,70938.98,0.0,FR_EXEMPT,Salary,PAY-NVT-1164-R,10073.34
1165,2016-09-30,Hiring,10.72,70722.68,0.0,FR_EXEMPT,Salary,PAY-NVT-1165,7581.47
1165,2017-08-18,Data Change,14.29,97189.2,0.0,FR_EXEMPT,Salary,PAY-NVT-1165-R,13888.34
1166,2020-08-31,Hiring,4.04,45648.91,0.0,FR_EXEMPT,Salary,PAY-NVT-1166,1844.22
1166,2021-06-21,Data Change,5.39,70424.83,0.0,FR_EXEMPT,Salary,PAY-NVT-1166-R,3795.9
1167,2021-02-13,Hiring,9.03,38628.18,0.0,FR_EXEMPT,Salary,PAY-NVT-1167,3488.12
1167,2022-02-27,Data Change,12.04,53230.96,0.0,FR_EXEMPT,Salary,PAY-NVT-1167-R,6409.01
1168,2013-12-17,Hiring,10.33,38450.13,0.0,FR_EXEMPT,Commission,PAY-NVT-1168,3971.9
1168,2014-09-21,Data Change,13.78,86525.63,4800,FR_EXEMPT,Commission,PAY-NVT-1168-R,11923.23
1169,2021-11-16,Hiring,12.72,103272.45,0.0,FR_EXEMPT,Salary,PAY-NVT-1169,13136.26
1169,2022-09-05,Data Change,16.96,112244.99,0.0,FR_EXEMPT,Salary,PAY-NVT-1169-R,19036.75
1170,2013-11-04,Hiring,10.73,64557.07,0.0,FR_EXEMPT,Salary,PAY-NVT-1170,6926.97
1170,2014-08-18,Data Change,14.3,115485.16,4800,FR_EXEMPT,Salary,PAY-NVT-1170-R,16514.38
1171,2024-05-24,Hiring,8.88,96343.67,0.0,FR_EXEMPT,Salary,PAY-NVT-1171,8555.32
1172,2022-04-24,Hiring,8.39,52400.77,0.0,FR_EXEMPT,Salary,PAY-NVT-1172,4396.42
1172,2023-02-02,Data Change,11.19,52400.77,0.0,FR_EXEMPT,Salary,PAY-NVT-1172-R,5863.65
1173,2018-07-21,Hiring,9.92,41347.03,0.0,FR_EXEMPT,Salary,PAY-NVT-1173,4101.63
1173,2019-07-07,Data Change,13.22,72790.5,4800,FR_EXEMPT,Salary,PAY-NVT-1173-R,9622.9
1174,2012-10-02,Hiring,12.13,46498.94,0.0,FR_EXEMPT,Salary,PAY-NVT-1174,5640.32
1174,2013-08-26,Data Change,16.18,119257.34,0.0,FR_EXEMPT,Salary,PAY-NVT-1174-R,19295.84
1175,2020-11-04,Hiring,11.05,85229.9,0.0,FR_EXEMPT,Salary,PAY-NVT-1175,9417.9
1175,2021-10-19,Data Change,14.73,85229.9,0.0,FR_EXEMPT,Salary,PAY-NVT-1175-R,12554.36
1176,2024-03-28,Hiring,5.75,54388.93,0.0,FR_EXEMPT,Salary,PAY-NVT-1176,3127.36
1176,2025-02-18,Data Change,7.67,54388.93,0.0,FR_EXEMPT,Salary,PAY-NVT-1176-R,4171.63
1177,2019-05-03,Hiring,4.51,34651.84,0.0,FR_EXEMPT,Commission,PAY-NVT-1177,1562.8
1177,2020-03-02,Data Change,6.01,45865.85,0.0,FR_EXEMPT,Commission,PAY-NVT-1177-R,2756.54
1178,2017-08-13,Hiring,10.2,33878.51,0.0,FR_EXEMPT,Commission,PAY-NVT-1178,3455.61
1178,2018-08-07,Data Change,13.6,72583.21,4800,FR_EXEMPT,Commission,PAY-NVT-1178-R,9871.32
1179,2023-04-15,Hiring,7.27,95152.6,0.0,FR_EXEMPT,Salary,PAY-NVT-1179,6917.59
1179,2024-03-29,Data Change,9.7,98009.2,0.0,FR_EXEMPT,Salary,PAY-NVT-1179-R,9506.89
1180,2017-02-09,Hiring,11.98,105913.48,0.0,FR_EXEMPT,Commission,PAY-NVT-1180,12688.43
1180,2018-01-07,Data Change,15.98,122445.22,0.0,FR_EXEMPT,Commission,PAY-NVT-1180-R,19566.75
1181,2023-05-06,Hiring,6.2,65546.87,0.0,FR_EXEMPT,Salary,PAY-NVT-1181,4063.91
1181,2024-02-24,Data Change,8.26,65911.76,0.0,FR_EXEMPT,Salary,PAY-NVT-1181-R,5444.31
1182,2018-11-05,Hiring,8.72,41917.8,0.0,FR_EXEMPT,Salary,PAY-NVT-1182,3655.23
1182,2019-09-12,Data Change,11.63,84329.69,4200,FR_EXEMPT,Salary,PAY-NVT-1182-R,9807.54
1183,2014-03-01,Hiring,9.48,66593.63,0.0,FR_EXEMPT,Salary,PAY-NVT-1183,6313.08
1183,2014-11-28,Data Change,12.64,148269.14,4800,FR_EXEMPT,Salary,PAY-NVT-1183-R,18741.22
1184,2023-04-24,Hiring,6.32,56702.95,0.0,FR_EXEMPT,Salary,PAY-NVT-1184,3583.63
1184,2024-02-07,Data Change,8.43,59231.3,0.0,FR_EXEMPT,Salary,PAY-NVT-1184-R,4993.2
1185,2024-09-22,Hiring,0.22,43253.66,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1185,95.16
1186,2021-09-06,Hiring,11.75,98164.87,0.0,FR_EXEMPT,Commission,PAY-NVT-1186,11534.37
1186,2022-06-09,Data Change,15.66,106891.54,6000,FR_EXEMPT,Commission,PAY-NVT-1186-R,16739.22
1187,2021-04-27,Hiring,10.81,54179.88,0.0,FR_EXEMPT,Salary,PAY-NVT-1187,5856.85
1187,2022-03-31,Data Change,14.41,76968.9,0.0,FR_EXEMPT,Salary,PAY-NVT-1187-R,11091.22
1188,2016-11-17,Hiring,8.14,42294.73,0.0,FR_EXEMPT,Salary,PAY-NVT-1188,3442.79
1188,2017-08-16,Data Change,10.86,81030.49,4800,FR_EXEMPT,Salary,PAY-NVT-1188-R,8799.91
1189,2021-11-12,Hiring,7.41,34705.77,0.0,FR_EXEMPT,Salary,PAY-NVT-1189,2571.7
1189,2022-09-01,Data Change,9.88,53391.75,0.0,FR_EXEMPT,Salary,PAY-NVT-1189-R,5275.1
1190,2019-07-08,Hiring,7.1,32889.14,0.0,FR_EXEMPT,Commission,PAY-NVT-1190,2335.13
1190,2020-04-16,Data Change,9.46,46879.74,0.0,FR_EXEMPT,Commission,PAY-NVT-1190-R,4434.82
1191,2015-08-20,Hiring,13.01,68434.31,0.0,FR_EXEMPT,Salary,PAY-NVT-1191,8903.3
1191,2016-06-21,Data Change,17.35,87439.68,6000,FR_EXEMPT,Salary,PAY-NVT-1191-R,15170.78
1192,2024-07-09,Hiring,8.21,89780.31,0.0,FR_EXEMPT,Salary,PAY-NVT-1192,7370.96
1193,2013-06-10,Hiring,12.6,36336.15,0.0,FR_EXEMPT,Commission,PAY-NVT-1193,4578.35
1193,2014-04-10,Data Change,16.8,95850.64,0.0,FR_EXEMPT,Commission,PAY-NVT-1193-R,16102.91
1194,2023-04-18,Hiring,5.56,62763.36,0.0,FR_EXEMPT,Salary,PAY-NVT-1194,3489.64
1194,2024-01-29,Data Change,7.42,62763.36,0.0,FR_EXEMPT,Salary,PAY-NVT-1194-R,4657.04
1195,2017-09-13,Hiring,11.3,48784.64,0.0,FR_EXEMPT,Salary,PAY-NVT-1195,5512.66
1195,2018-09-09,Data Change,15.07,108696.19,0.0,FR_EXEMPT,Salary,PAY-NVT-1195-R,16380.52
1196,2015-12-30,Hiring,12.13,72757.55,0.0,FR_EXEMPT,Salary,PAY-NVT-1196,8825.49
1196,2016-11-20,Data Change,16.18,131562.93,4800,FR_EXEMPT,Salary,PAY-NVT-1196-R,21286.88
1197,2015-10-27,Hiring,7.53,40631.44,0.0,FR_EXEMPT,Salary,PAY-NVT-1197,3059.55
1197,2016-10-24,Data Change,10.04,102305.17,5400,FR_EXEMPT,Salary,PAY-NVT-1197-R,10271.44
1198,2012-05-31,Hiring,10.82,47127.33,0.0,FR_EXEMPT,Salary,PAY-NVT-1198,5099.18
1198,2013-02-26,Data Change,14.43,122779.93,0.0,FR_EXEMPT,Salary,PAY-NVT-1198-R,17717.14
1199,2020-01-31,Hiring,6.49,34703.42,0.0,FR_EXEMPT,Salary,PAY-NVT-1199,2252.25
1199,2020-11-25,Data Change,8.65,57404.35,0.0,FR_EXEMPT,Salary,PAY-NVT-1199-R,4965.48
1200,2013-03-28,Hiring,12.2,44710.4,0.0,FR_EXEMPT,Salary,PAY-NVT-1200,5454.67
1200,2014-01-03,Data Change,16.26,114298.89,4800,FR_EXEMPT,Salary,PAY-NVT-1200-R,18585.0
1201,2022-09-18,Hiring,8.17,60139.2,0.0,FR_EXEMPT,Salary,PAY-NVT-1201,4913.37
1201,2023-07-04,Data Change,10.89,60139.2,0.0,FR_EXEMPT,Salary,PAY-NVT-1201-R,6549.16
1202,2023-11-05,Hiring,2.27,36938.32,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1202,838.5
1202,2024-08-02,Data Change,3.02,38502.17,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1202-R,1162.77
1203,2018-10-19,Hiring,12.2,40488.5,0.0,FR_EXEMPT,Salary,PAY-NVT-1203,4939.6
1203,2019-09-17,Data Change,16.26,73135.94,5400,FR_EXEMPT,Salary,PAY-NVT-1203-R,11891.9
1204,2023-02-28,Hiring,3.58,46322.64,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1204,1658.35
1204,2023-12-22,Data Change,4.77,47170.23,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1204-R,2250.02
1205,2013-10-24,Hiring,10.49,37516.63,0.0,FR_EXEMPT,Salary,PAY-NVT-1205,3935.49
1205,2014-09-02,Data Change,13.99,89559.71,0.0,FR_EXEMPT,Salary,PAY-NVT-1205-R,12529.4
1206,2014-12-28,Hiring,10.37,53221.16,0.0,FR_EXEMPT,Salary,PAY-NVT-1206,5519.03
1206,2015-11-16,Data Change,13.83,77109.12,6000,FR_EXEMPT,Salary,PAY-NVT-1206-R,10664.19
1207,2021-06-25,Hiring,5.62,43948.76,0.0,FR_EXEMPT,Commission,PAY-NVT-1207,2469.92
1207,2022-04-30,Data Change,7.49,62985.57,0.0,FR_EXEMPT,Commission,PAY-NVT-1207-R,4717.62
1208,2019-10-07,Hiring,10.08,119068.19,0.0,FR_EXEMPT,Salary,PAY-NVT-1208,12002.07
1208,2020-10-11,Data Change,13.44,119068.19,5400,FR_EXEMPT,Salary,PAY-NVT-1208-R,16002.76
1209,2023-05-11,Hiring,7.37,53422.31,0.0,FR_EXEMPT,Commission,PAY-NVT-1209,3937.22
1209,2024-05-17,Data Change,9.83,53422.31,0.0,FR_EXEMPT,Commission,PAY-NVT-1209-R,5251.41
1210,2019-07-13,Hiring,11.88,58178.98,0.0,FR_EXEMPT,Salary,PAY-NVT-1210,6911.66
1210,2020-06-10,Data Change,15.84,69521.05,0.0,FR_EXEMPT,Salary,PAY-NVT-1210-R,11012.13
1211,2020-08-02,Hiring,10.21,80114.85,0.0,FR_EXEMPT,Salary,PAY-NVT-1211,8179.73
1211,2021-06-15,Data Change,13.62,92479.39,4200,FR_EXEMPT,Salary,PAY-NVT-1211-R,12595.69
1212,2019-08-02,Hiring,8.55,62524.99,0.0,FR_EXEMPT,Commission,PAY-NVT-1212,5345.89
1212,2020-06-26,Data Change,11.4,87555.18,6000,FR_EXEMPT,Commission,PAY-NVT-1212-R,9981.29
1213,2020-01-28,Hiring,4.79,43686.92,0.0,FR_EXEMPT,Salary,PAY-NVT-1213,2092.6
1213,2021-01-21,Data Change,6.38,57539.75,0.0,FR_EXEMPT,Salary,PAY-NVT-1213-R,3671.04
1214,2024-10-15,Hiring,4.28,47876.71,0.0,FR_EXEMPT,Salary,PAY-NVT-1214,2049.12
1215,2016-09-19,Hiring,11.08,50973.76,0.0,FR_EXEMPT,Salary,PAY-NVT-1215,5647.89
1215,2017-09-25,Data Change,14.78,102395.77,0.0,FR_EXEMPT,Salary,PAY-NVT-1215-R,15134.09
1216,2022-08-30,Hiring,11.19,74913.62,0.0,FR_EXEMPT,Salary,PAY-NVT-1216,8382.83
1216,2023-05-31,Data Change,14.92,79323.44,0.0,FR_EXEMPT,Salary,PAY-NVT-1216-R,11835.06
1217,2019-06-26,Hiring,5.77,34174.85,0.0,FR_EXEMPT,Salary,PAY-NVT-1217,1971.89
1217,2020-05-03,Data Change,7.69,53085.32,0.0,FR_EXEMPT,Salary,PAY-NVT-1217-R,4082.26
1218,2016-11-10,Hiring,8.34,49128.65,0.0,FR_EXEMPT,Salary,PAY-NVT-1218,4097.33
1218,2017-08-17,Data Change,11.12,80615.02,0.0,FR_EXEMPT,Salary,PAY-NVT-1218-R,8964.39
1219,2017-09-17,Hiring,10.87,35415.08,0.0,FR_EXEMPT,Salary,PAY-NVT-1219,3849.62
1219,2018-09-29,Data Change,14.49,63087.26,0.0,FR_EXEMPT,Salary,PAY-NVT-1219-R,9141.34
1220,2013-05-15,Hiring,8.82,57903.14,0.0,FR_EXEMPT,Salary,PAY-NVT-1220,5107.06
1220,2014-05-16,Data Change,11.76,92842.32,0.0,FR_EXEMPT,Salary,PAY-NVT-1220-R,10918.26
1221,2015-12-08,Hiring,10.94,38057.49,0.0,FR_EXEMPT,Salary,PAY-NVT-1221,4163.49
1221,2016-09-21,Data Change,14.58,89940.95,5400,FR_EXEMPT,Salary,PAY-NVT-1221-R,13113.39
1222,2014-08-07,Hiring,11.42,105369.92,0.0,FR_EXEMPT,Salary,PAY-NVT-1222,12033.24
1222,2015-05-11,Data Change,15.23,128637.82,4200,FR_EXEMPT,Salary,PAY-NVT-1222-R,19591.54
1223,2019-01-21,Hiring,12.37,69155.78,0.0,FR_EXEMPT,Salary,PAY-NVT-1223,8554.57
1223,2019-11-21,Data Change,16.49,93472.96,0.0,FR_EXEMPT,Salary,PAY-NVT-1223-R,15413.69
1224,2021-03-25,Hiring,7.85,53318.84,0.0,FR_EXEMPT,Salary,PAY-NVT-1224,4185.53
1224,2022-03-29,Data Change,10.47,70768.79,0.0,FR_EXEMPT,Salary,PAY-NVT-1224-R,7409.49
1225,2013-01-21,Hiring,12.64,65398.13,0.0,FR_EXEMPT,Salary,PAY-NVT-1225,8266.32
1225,2013-12-07,Data Change,16.86,114519.79,0.0,FR_EXEMPT,Salary,PAY-NVT-1225-R,19308.04
1226,2018-08-17,Hiring,12.7,77716.68,0.0,FR_EXEMPT,Salary,PAY-NVT-1226,9870.02
1226,2019-05-23,Data Change,16.93,86213.71,5400,FR_EXEMPT,Salary,PAY-NVT-1226-R,14595.98
1227,2021-10-17,Hiring,10.21,56710.71,0.0,FR_EXEMPT,Salary,PAY-NVT-1227,5790.16
1227,2022-09-21,Data Change,13.62,75184.11,0.0,FR_EXEMPT,Salary,PAY-NVT-1227-R,10240.08
1228,2012-02-06,Hiring,9.46,50175.28,0.0,FR_EXEMPT,Salary,PAY-NVT-1228,4746.58
1228,2013-01-01,Data Change,12.62,76570.26,0.0,FR_EXEMPT,Salary,PAY-NVT-1228-R,9663.17
1229,2024-10-25,Hiring,4.08,92134.21,0.0,FR_EXEMPT,Salary,PAY-NVT-1229,3759.08
1230,2021-02-26,Hiring,6.72,42458.25,0.0,FR_EXEMPT,Salary,PAY-NVT-1230,2853.19
1230,2021-12-16,Data Change,8.96,56878.03,0.0,FR_EXEMPT,Salary,PAY-NVT-1230-R,5096.27
1231,2015-10-02,Hiring,8.24,73581.27,0.0,FR_EXEMPT,Salary,PAY-NVT-1231,6063.1
1231,2016-07-22,Data Change,10.99,135166.79,0.0,FR_EXEMPT,Salary,PAY-NVT-1231-R,14854.83
1232,2016-08-22,Hiring,8.45,64495.81,0.0,FR_EXEMPT,Salary,PAY-NVT-1232,5449.9
1232,2017-09-03,Data Change,11.27,64495.81,0.0,FR_EXEMPT,Salary,PAY-NVT-1232-R,7268.68
1233,2012-06-29,Hiring,9.88,70534.84,0.0,FR_EXEMPT,Salary,PAY-NVT-1233,6968.84
1233,2013-04-27,Data Change,13.17,137349.16,4800,FR_EXEMPT,Salary,PAY-NVT-1233-R,18088.88
1234,2023-05-19,Hiring,0.03,37707.76,0.0,FR_INTERN,Salary,PAY-NVT-1234,11.31
1234,2024-05-27,Data Change,0.04,38103.44,0.0,FR_INTERN,Salary,PAY-NVT-1234-R,15.24
1235,2024-04-26,Hiring,12.34,96135.65,0.0,FR_EXEMPT,Salary,PAY-NVT-1235,11863.14
1236,2014-03-04,Hiring,10.68,68209.96,0.0,FR_EXEMPT,Salary,PAY-NVT-1236,7284.82
1236,2015-03-15,Data Change,14.24,96211.05,4800,FR_EXEMPT,Salary,PAY-NVT-1236-R,13700.45
1237,2022-01-25,Hiring,8.02,56301.16,0.0,FR_EXEMPT,Salary,PAY-NVT-1237,4515.35
1237,2022-10-23,Data Change,10.69,73675.36,4200,FR_EXEMPT,Salary,PAY-NVT-1237-R,7875.9
1238,2012-06-17,Hiring,10.82,111131.79,0.0,FR_EXEMPT,Salary,PAY-NVT-1238,12024.46
1238,2013-03-29,Data Change,14.43,114315.51,0.0,FR_EXEMPT,Salary,PAY-NVT-1238-R,16495.73
1239,2019-04-17,Hiring,11.98,60780.92,0.0,FR_EXEMPT,Commission,PAY-NVT-1239,7281.55
1239,2020-04-19,Data Change,15.98,81552.14,4200,FR_EXEMPT,Commission,PAY-NVT-1239-R,13032.03
1240,2015-02-03,Hiring,7.57,48503.39,0.0,FR_EXEMPT,Salary,PAY-NVT-1240,3671.71
1240,2016-01-30,Data Change,10.1,108093.29,5400,FR_EXEMPT,Salary,PAY-NVT-1240-R,10917.42
1241,2018-06-13,Hiring,12.12,65519.2,0.0,FR_EXEMPT,Salary,PAY-NVT-1241,7940.93
1241,2019-04-10,Data Change,16.16,108862.07,4200,FR_EXEMPT,Salary,PAY-NVT-1241-R,17592.11
1242,2019-09-26,Hiring,12.11,72598.65,0.0,FR_EXEMPT,Salary,PAY-NVT-1242,8791.7
1242,2020-08-10,Data Change,16.14,85369.53,0.0,FR_EXEMPT,Salary,PAY-NVT-1242-R,13778.64
1243,2024-12-13,Hiring,8.59,63615.86,0.0,FR_EXEMPT,Salary,PAY-NVT-1243,5464.6
1244,2024-10-16,Hiring,1.64,41857.22,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1244,686.46
1245,2013-05-23,Hiring,8.56,33730.2,0.0,FR_EXEMPT,Commission,PAY-NVT-1245,2887.31
1245,2014-05-26,Data Change,11.41,83906.59,4800,FR_EXEMPT,Commission,PAY-NVT-1245-R,9573.74
1246,2024-09-28,Hiring,8.27,100104.36,0.0,FR_EXEMPT,Salary,PAY-NVT-1246,8278.63
1247,2015-10-25,Hiring,11.77,53238.02,0.0,FR_EXEMPT,Salary,PAY-NVT-1247,6266.11
