user_id,formcontentid,reviewdate,rating,potential,lastpromotiondate,competencyscore,objectivecompletion,istopperformer
1142,FORM-2023,2023-12-15,4.05,High,2024-12-31,3.82,86.58,No
1142,FORM-2024,2024-12-15,4.68,High,2024-12-31,5.0,100.0,Yes
1143,FORM-2022,2022-12-15,3.01,Medium,2019-06-15,3.13,55.48,No
1143,FORM-2023,2023-12-15,2.29,Low,2019-06-15,2.48,37.24,No
1143,FORM-2024,2024-12-15,3.45,Medium,2019-06-15,3.23,67.75,No
1144,FORM-2022,2022-12-15,3.82,Medium,2022-07-08,3.88,79.46,No
1144,FORM-2023,2023-12-15,2.81,Medium,2022-07-08,3.02,54.62,No
1144,FORM-2024,2024-12-15,2.48,Low,2022-07-08,2.23,40.21,No
1145,FORM-2022,2022-12-15,3.22,Medium,2024-12-31,3.39,63.9,No
1145,FORM-2023,2023-12-15,3.37,Medium,2024-12-31,3.57,68.49,No
1145,FORM-2024,2024-12-15,4.07,High,2024-12-31,3.82,78.62,No
1146,FORM-2022,2022-12-15,4.02,High,2022-04-12,3.95,86.44,No
1146,FORM-2023,2023-12-15,4.24,High,2022-04-12,4.61,86.63,No
1146,FORM-2024,2024-12-15,3.53,Medium,2022-04-12,3.54,84.56,No
1147,FORM-2022,2022-12-15,4.39,High,2021-08-11,4.35,92.07,No
1147,FORM-2023,2023-12-15,3.75,Medium,2021-08-11,3.67,81.79,No
1147,FORM-2024,2024-12-15,4.06,High,2021-08-11,4.29,91.69,No
1148,FORM-2022,2022-12-15,3.6,Medium,2024-12-31,3.68,77.71,No
1148,FORM-2023,2023-12-15,4.25,High,2024-12-31,4.16,85.31,No
1148,FORM-2024,2024-12-15,4.81,High,2024-12-31,4.67,98.99,Yes
1149,FORM-2022,2022-12-15,3.65,Medium,2020-03-02,3.29,76.9,No
1149,FORM-2023,2023-12-15,2.73,Medium,2020-03-02,2.78,62.01,No
1149,FORM-2024,2024-12-15,3.15,Medium,2020-03-02,2.77,62.86,No
1150,FORM-2022,2022-12-15,3.84,Medium,2024-12-31,3.87,78.16,No
1150,FORM-2023,2023-12-15,3.99,Medium,2024-12-31,3.62,86.24,No
1150,FORM-2024,2024-12-15,2.77,Medium,2024-12-31,2.68,60.24,No
1151,FORM-2022,2022-12-15,3.47,Medium,2024-07-29,3.11,64.88,No
1151,FORM-2023,2023-12-15,3.61,Medium,2024-07-29,4.11,63.23,No
1151,FORM-2024,2024-12-15,4.06,High,2024-07-29,4.01,76.3,No
1152,FORM-2023,2023-12-15,1.81,Low,,1.51,38.26,No
1152,FORM-2024,2024-12-15,2.84,Medium,,3.17,51.06,No
1153,FORM-2022,2022-12-15,1.44,Low,,1.58,31.96,No
1153,FORM-2023,2023-12-15,3.09,Medium,,2.62,70.78,No
1153,FORM-2024,2024-12-15,2.57,Medium,,3.07,50.14,No
1155,FORM-2022,2022-12-15,4.55,High,2023-10-06,4.41,100.0,Yes
1155,FORM-2023,2023-12-15,3.59,Medium,2023-10-06,3.21,73.23,No
1155,FORM-2024,2024-12-15,4.42,High,2023-10-06,4.74,88.04,No
1156,FORM-2022,2022-12-15,4.05,High,2021-06-03,4.05,89.08,No
1156,FORM-2023,2023-12-15,4.37,High,2021-06-03,4.24,93.23,No
1156,FORM-2024,2024-12-15,3.84,Medium,2021-06-03,4.14,74.53,No
1157,FORM-2022,2022-12-15,3.9,Medium,2024-12-31,3.76,68.61,No
1157,FORM-2023,2023-12-15,3.24,Medium,2024-12-31,3.52,68.52,No
1157,FORM-2024,2024-12-15,3.45,Medium,2024-12-31,3.57,69.2,No
1159,FORM-2022,2022-12-15,4.24,High,2023-09-16,4.13,84.74,No
1159,FORM-2023,2023-12-15,3.27,Medium,2023-09-16,3.56,68.55,No
1159,FORM-2024,2024-12-15,3.91,Medium,2023-09-16,4.52,85.27,No
1160,FORM-2022,2022-12-15,4.56,High,2021-08-28,4.64,88.12,Yes
1160,FORM-2023,2023-12-15,4.08,High,2021-08-28,4.09,79.57,No
1160,FORM-2024,2024-12-15,4.44,High,2021-08-28,4.36,90.33,No
1161,FORM-2022,2022-12-15,3.91,Medium,2024-05-25,3.54,81.42,No
1161,FORM-2023,2023-12-15,4.24,High,2024-05-25,4.25,86.35,No
1161,FORM-2024,2024-12-15,3.69,Medium,2024-05-25,3.53,70.05,No
1162,FORM-2022,2022-12-15,2.5,Medium,2023-03-11,2.63,42.05,No
1162,FORM-2023,2023-12-15,3.18,Medium,2023-03-11,2.66,59.62,No
1162,FORM-2024,2024-12-15,3.67,Medium,2023-03-11,3.69,73.59,No
1163,FORM-2022,2022-12-15,3.97,Medium,2021-05-27,3.55,84.64,No
1163,FORM-2023,2023-12-15,3.64,Medium,2021-05-27,3.65,75.42,No
1163,FORM-2024,2024-12-15,2.52,Medium,2021-05-27,2.88,48.36,No
1164,FORM-2022,2022-12-15,4.13,High,2024-12-31,4.04,78.9,No
1164,FORM-2023,2023-12-15,4.51,High,2024-12-31,4.21,91.96,Yes
1164,FORM-2024,2024-12-15,3.58,Medium,2024-12-31,3.71,76.99,No
1165,FORM-2022,2022-12-15,4.2,High,2024-12-31,4.34,80.4,No
1165,FORM-2023,2023-12-15,3.73,Medium,2024-12-31,3.81,81.82,No
1165,FORM-2024,2024-12-15,4.09,High,2024-12-31,4.04,83.07,No
1166,FORM-2022,2022-12-15,3.41,Medium,2023-08-31,3.53,73.6,No
1166,FORM-2023,2023-12-15,2.75,Medium,2023-08-31,2.98,52.86,No
1166,FORM-2024,2024-12-15,3.0,Medium,2023-08-31,3.14,52.02,No
1167,FORM-2022,2022-12-15,3.27,Medium,2024-12-31,3.34,66.4,No
1167,FORM-2023,2023-12-15,3.82,Medium,2024-12-31,3.24,66.42,No
1167,FORM-2024,2024-12-15,3.9,Medium,2024-12-31,4.08,89.68,No
1168,FORM-2022,2022-12-15,3.34,Medium,2019-12-17,3.64,80.16,No
1168,FORM-2023,2023-12-15,2.26,Low,2019-12-17,1.85,42.21,No
1168,FORM-2024,2024-12-15,2.69,Medium,2019-12-17,3.07,52.21,No
1169,FORM-2022,2022-12-15,3.5,Medium,2024-12-31,3.81,73.91,No
1169,FORM-2023,2023-12-15,3.56,Medium,2024-12-31,3.73,65.67,No
1169,FORM-2024,2024-12-15,3.5,Medium,2024-12-31,3.79,64.93,No
1170,FORM-2022,2022-12-15,3.6,Medium,2022-11-04,3.48,68.63,No
1170,FORM-2023,2023-12-15,2.58,Medium,2022-11-04,2.19,52.51,No
1170,FORM-2024,2024-12-15,4.54,High,2022-11-04,4.71,87.68,Yes
1171,FORM-2024,2024-12-15,3.79,Medium,2024-12-31,3.37,74.26,No
1172,FORM-2022,2022-12-15,2.83,Medium,2024-12-31,2.68,60.17,No
1172,FORM-2023,2023-12-15,3.15,Medium,2024-12-31,3.29,76.22,No
1172,FORM-2024,2024-12-15,3.22,Medium,2024-12-31,2.73,56.02,No
1173,FORM-2022,2022-12-15,3.37,Medium,2024-07-21,3.15,65.88,No
1173,FORM-2023,2023-12-15,4.11,High,2024-07-21,4.13,74.94,No
1173,FORM-2024,2024-12-15,4.12,High,2024-07-21,4.07,82.09,No
1175,FORM-2022,2022-12-15,3.96,Medium,2024-12-31,4.09,74.79,No
1175,FORM-2023,2023-12-15,3.88,Medium,2024-12-31,4.19,84.99,No
1175,FORM-2024,2024-12-15,3.44,Medium,2024-12-31,3.44,77.95,No
1176,FORM-2024,2024-12-15,2.82,Medium,2024-12-31,2.48,52.51,No
1177,FORM-2022,2022-12-15,3.25,Medium,2022-05-03,3.22,65.23,No
1177,FORM-2023,2023-12-15,3.08,Medium,2022-05-03,3.01,64.61,No
1177,FORM-2024,2024-12-15,3.61,Medium,2022-05-03,3.72,75.35,No
1178,FORM-2022,2022-12-15,3.96,Medium,2023-08-13,4.14,85.99,No
1178,FORM-2023,2023-12-15,2.39,Low,2023-08-13,2.4,50.21,No
1178,FORM-2024,2024-12-15,3.33,Medium,2023-08-13,3.12,65.8,No
1179,FORM-2023,2023-12-15,2.58,Medium,2024-12-31,2.66,55.66,No
1179,FORM-2024,2024-12-15,2.83,Medium,2024-12-31,3.1,53.45,No
1180,FORM-2022,2022-12-15,3.55,Medium,2024-12-31,3.57,68.6,No
1180,FORM-2023,2023-12-15,4.35,High,2024-12-31,4.31,90.2,No
1180,FORM-2024,2024-12-15,4.32,High,2024-12-31,3.91,86.07,No
1181,FORM-2023,2023-12-15,3.01,Medium,2024-12-31,2.55,60.52,No
1181,FORM-2024,2024-12-15,2.85,Medium,2024-12-31,2.49,64.98,No
1182,FORM-2022,2022-12-15,3.01,Medium,2021-11-05,2.45,57.34,No
1182,FORM-2023,2023-12-15,2.79,Medium,2021-11-05,2.76,51.22,No
1182,FORM-2024,2024-12-15,2.41,Low,2021-11-05,2.47,42.4,No
1183,FORM-2022,2022-12-15,4.33,High,2023-03-01,4.45,88.02,No
1183,FORM-2023,2023-12-15,3.57,Medium,2023-03-01,3.6,71.76,No
1183,FORM-2024,2024-12-15,3.92,Medium,2023-03-01,3.52,78.36,No
1184,FORM-2023,2023-12-15,1.81,Low,2024-12-31,1.84,51.02,No
1184,FORM-2024,2024-12-15,2.46,Low,2024-12-31,2.26,54.18,No
1186,FORM-2022,2022-12-15,3.43,Medium,2024-12-31,3.17,67.18,No
1186,FORM-2023,2023-12-15,3.93,Medium,2024-12-31,4.15,75.8,No
1186,FORM-2024,2024-12-15,3.55,Medium,2024-12-31,3.48,66.76,No
1187,FORM-2022,2022-12-15,3.55,Medium,2024-12-31,3.89,66.01,No
1187,FORM-2023,2023-12-15,2.82,Medium,2024-12-31,2.8,52.91,No
1187,FORM-2024,2024-12-15,2.68,Medium,2024-12-31,2.35,42.46,No
1189,FORM-2022,2022-12-15,2.47,Low,,2.28,60.13,No
1189,FORM-2023,2023-12-15,2.7,Medium,,2.44,47.39,No
1189,FORM-2024,2024-12-15,2.27,Low,,1.93,44.93,No
1191,FORM-2022,2022-12-15,3.95,Medium,2021-08-20,3.87,74.83,No
1191,FORM-2023,2023-12-15,2.41,Low,2021-08-20,2.04,48.71,No
1191,FORM-2024,2024-12-15,3.33,Medium,2021-08-20,3.38,58.05,No
1193,FORM-2022,2022-12-15,4.29,High,2022-06-10,4.16,74.74,No
1193,FORM-2023,2023-12-15,3.3,Medium,2022-06-10,3.14,65.55,No
1193,FORM-2024,2024-12-15,3.02,Medium,2022-06-10,3.24,60.31,No
1194,FORM-2023,2023-12-15,3.37,Medium,2024-12-31,3.73,65.63,No
1194,FORM-2024,2024-12-15,2.63,Medium,2024-12-31,2.77,42.17,No
1195,FORM-2022,2022-12-15,3.94,Medium,2023-09-13,3.92,76.24,No
1195,FORM-2023,2023-12-15,2.83,Medium,2023-09-13,2.5,54.74,No
1195,FORM-2024,2024-12-15,3.63,Medium,2023-09-13,3.63,58.76,No
1196,FORM-2022,2022-12-15,3.06,Medium,2021-12-30,3.19,72.21,No
1196,FORM-2023,2023-12-15,3.33,Medium,2021-12-30,3.43,66.62,No
1196,FORM-2024,2024-12-15,3.2,Medium,2021-12-30,2.91,58.49,No
1197,FORM-2022,2022-12-15,3.18,Medium,2024-10-27,3.3,68.71,No
1197,FORM-2023,2023-12-15,3.76,Medium,2024-10-27,3.6,81.26,No
1197,FORM-2024,2024-12-15,4.96,High,2024-10-27,4.52,100.0,Yes
1198,FORM-2022,2022-12-15,3.92,Medium,2021-05-31,4.0,82.55,No
1198,FORM-2023,2023-12-15,4.62,High,2021-05-31,4.59,100.0,Yes
1198,FORM-2024,2024-12-15,3.26,Medium,2021-05-31,3.45,56.63,No
1199,FORM-2022,2022-12-15,2.24,Low,2023-01-31,2.34,49.12,No
1199,FORM-2023,2023-12-15,2.66,Medium,2023-01-31,2.8,48.84,No
1199,FORM-2024,2024-12-15,3.51,Medium,2023-01-31,3.14,71.44,No
1200,FORM-2022,2022-12-15,3.54,Medium,2019-03-28,3.59,70.81,No
1200,FORM-2023,2023-12-15,3.34,Medium,2019-03-28,2.7,58.0,No
1200,FORM-2024,2024-12-15,3.9,Medium,2019-03-28,4.07,86.15,No
1201,FORM-2023,2023-12-15,2.98,Medium,2024-12-31,3.4,58.76,No
1201,FORM-2024,2024-12-15,3.47,Medium,2024-12-31,3.35,66.09,No
1202,FORM-2024,2024-12-15,2.95,Medium,,2.59,68.15,No
1203,FORM-2022,2022-12-15,3.42,Medium,,3.42,76.67,No
1203,FORM-2023,2023-12-15,2.23,Low,,2.17,46.02,No
1203,FORM-2024,2024-12-15,2.22,Low,,2.4,49.76,No
1204,FORM-2023,2023-12-15,2.83,Medium,,2.7,47.46,No
1204,FORM-2024,2024-12-15,2.71,Medium,,2.62,44.5,No
1205,FORM-2022,2022-12-15,3.25,Medium,2022-10-24,3.18,74.14,No
1205,FORM-2023,2023-12-15,4.04,High,2022-10-24,3.82,74.32,No
1205,FORM-2024,2024-12-15,3.35,Medium,2022-10-24,3.1,67.96,No
1206,FORM-2022,2022-12-15,4.41,High,2023-12-28,5.0,98.79,No
1206,FORM-2023,2023-12-15,3.61,Medium,2023-12-28,3.84,72.79,No
1206,FORM-2024,2024-12-15,4.72,High,2023-12-28,4.85,91.43,Yes
1207,FORM-2022,2022-12-15,3.43,Medium,2024-06-25,3.23,64.83,No
1207,FORM-2023,2023-12-15,2.79,Medium,2024-06-25,2.72,43.31,No
1207,FORM-2024,2024-12-15,3.46,Medium,2024-06-25,4.13,61.76,No
1208,FORM-2022,2022-12-15,4.53,High,2024-12-31,4.11,90.11,Yes
1208,FORM-2023,2023-12-15,3.43,Medium,2024-12-31,3.48,71.74,No
1208,FORM-2024,2024-12-15,3.2,Medium,2024-12-31,3.16,68.42,No
1209,FORM-2023,2023-12-15,2.49,Low,2024-12-31,2.8,57.51,No
1209,FORM-2024,2024-12-15,2.71,Medium,2024-12-31,3.06,42.54,No
1210,FORM-2022,2022-12-15,2.64,Medium,2022-07-13,2.77,58.48,No
1210,FORM-2023,2023-12-15,3.5,Medium,2022-07-13,3.74,70.24,No
1210,FORM-2024,2024-12-15,3.29,Medium,2022-07-13,3.3,56.99,No
1211,FORM-2022,2022-12-15,4.3,High,2024-12-31,4.44,85.24,No
1211,FORM-2023,2023-12-15,3.56,Medium,2024-12-31,4.05,65.61,No
1211,FORM-2024,2024-12-15,3.89,Medium,2024-12-31,3.71,77.47,No
1212,FORM-2022,2022-12-15,4.42,High,2024-12-31,4.52,86.55,No
1212,FORM-2023,2023-12-15,4.26,High,2024-12-31,4.49,84.8,No
1212,FORM-2024,2024-12-15,3.63,Medium,2024-12-31,3.45,61.24,No
1213,FORM-2022,2022-12-15,3.73,Medium,2023-01-28,3.55,67.65,No
1213,FORM-2023,2023-12-15,2.53,Medium,2023-01-28,2.25,57.26,No
1213,FORM-2024,2024-12-15,2.91,Medium,2023-01-28,2.67,53.37,No
1215,FORM-2022,2022-12-15,2.9,Medium,2022-09-19,3.18,49.43,No
1215,FORM-2023,2023-12-15,3.44,Medium,2022-09-19,3.56,71.01,No
1215,FORM-2024,2024-12-15,3.51,Medium,2022-09-19,3.48,56.11,No
1216,FORM-2023,2023-12-15,3.39,Medium,2024-12-31,3.27,59.87,No
1216,FORM-2024,2024-12-15,4.12,High,2024-12-31,4.43,80.16,No
1217,FORM-2022,2022-12-15,2.68,Medium,,2.68,42.26,No
1217,FORM-2023,2023-12-15,2.29,Low,,2.51,45.14,No
1217,FORM-2024,2024-12-15,2.0,Low,,2.28,42.1,No
1218,FORM-2022,2022-12-15,3.27,Medium,2024-12-31,3.13,62.87,No
1218,FORM-2023,2023-12-15,3.36,Medium,2024-12-31,3.55,63.95,No
1218,FORM-2024,2024-12-15,3.92,Medium,2024-12-31,4.37,74.39,No
1219,FORM-2022,2022-12-15,2.85,Medium,2023-09-17,2.85,54.29,No
1219,FORM-2023,2023-12-15,3.23,Medium,2023-09-17,3.0,55.3,No
1219,FORM-2024,2024-12-15,3.2,Medium,2023-09-17,2.88,57.39,No
1220,FORM-2022,2022-12-15,5.0,High,2022-05-15,5.0,100.0,Yes
1220,FORM-2023,2023-12-15,3.7,Medium,2022-05-15,3.43,77.33,No
1220,FORM-2024,2024-12-15,3.34,Medium,2022-05-15,3.27,61.21,No
1221,FORM-2022,2022-12-15,4.3,High,2024-12-08,4.27,87.94,No
1221,FORM-2023,2023-12-15,3.55,Medium,2024-12-08,3.5,60.12,No
1221,FORM-2024,2024-12-15,3.8,Medium,2024-12-08,3.72,78.5,No
1222,FORM-2022,2022-12-15,3.16,Medium,2020-08-07,2.91,63.67,No
1222,FORM-2023,2023-12-15,4.13,High,2020-08-07,4.09,93.29,No
1222,FORM-2024,2024-12-15,2.15,Low,2020-08-07,1.93,41.38,No
1223,FORM-2022,2022-12-15,3.18,Medium,2024-12-31,2.5,63.89,No
1223,FORM-2023,2023-12-15,3.35,Medium,2024-12-31,3.15,66.15,No
1223,FORM-2024,2024-12-15,3.74,Medium,2024-12-31,3.58,78.52,No
1224,FORM-2022,2022-12-15,3.01,Medium,2024-12-31,3.29,67.55,No
1224,FORM-2023,2023-12-15,2.61,Medium,2024-12-31,2.39,57.74,No
1224,FORM-2024,2024-12-15,2.76,Medium,2024-12-31,2.62,56.15,No
1225,FORM-2022,2022-12-15,4.35,High,2022-01-21,4.64,86.14,No
1225,FORM-2023,2023-12-15,4.12,High,2022-01-21,4.2,92.17,No
1225,FORM-2024,2024-12-15,3.84,Medium,2022-01-21,3.81,75.62,No
1226,FORM-2022,2022-12-15,3.2,Medium,2024-12-31,2.87,47.86,No
1226,FORM-2023,2023-12-15,4.59,High,2024-12-31,5.0,81.47,Yes
1226,FORM-2024,2024-12-15,4.27,High,2024-12-31,4.37,84.19,No
1227,FORM-2022,2022-12-15,3.71,Medium,2024-12-31,3.68,90.11,No
1227,FORM-2023,2023-12-15,3.85,Medium,2024-12-31,3.65,70.48,No
1227,FORM-2024,2024-12-15,4.09,High,2024-12-31,4.02,80.5,No
1228,FORM-2022,2022-12-15,3.92,Medium,2021-02-06,3.94,85.34,No
1228,FORM-2023,2023-12-15,3.38,Medium,2021-02-06,2.8,64.26,No
1228,FORM-2024,2024-12-15,3.45,Medium,2021-02-06,3.29,59.02,No
1230,FORM-2022,2022-12-15,2.48,Low,2024-02-26,2.12,55.35,No
1230,FORM-2023,2023-12-15,2.41,Low,2024-02-26,2.35,56.82,No
1230,FORM-2024,2024-12-15,2.78,Medium,2024-02-26,2.87,61.64,No
1231,FORM-2022,2022-12-15,4.14,High,2024-10-02,3.99,76.55,No
1231,FORM-2023,2023-12-15,4.5,High,2024-10-02,4.55,85.69,Yes
1231,FORM-2024,2024-12-15,3.67,Medium,2024-10-02,3.66,62.73,No
1232,FORM-2022,2022-12-15,4.09,High,2024-12-31,4.35,77.87,No
1232,FORM-2023,2023-12-15,3.43,Medium,2024-12-31,3.33,67.41,No
1232,FORM-2024,2024-12-15,4.86,High,2024-12-31,5.0,98.28,Yes
1233,FORM-2022,2022-12-15,3.54,Medium,2021-06-29,3.56,69.69,No
1233,FORM-2023,2023-12-15,3.27,Medium,2021-06-29,3.16,68.05,No
1233,FORM-2024,2024-12-15,3.31,Medium,2021-06-29,2.98,65.26,No
1234,FORM-2023,2023-12-15,2.3,Low,,1.87,53.14,No
1234,FORM-2024,2024-12-15,3.09,Medium,,3.61,59.06,No
1235,FORM-2024,2024-12-15,3.69,Medium,2024-12-31,4.0,77.05,No
1236,FORM-2022,2022-12-15,4.43,High,2023-03-04,4.47,85.68,No
1236,FORM-2023,2023-12-15,4.08,High,2023-03-04,4.2,85.68,No
1236,FORM-2024,2024-12-15,4.4,High,2023-03-04,4.44,86.71,No
1237,FORM-2022,2022-12-15,3.54,Medium,2025-01-25,3.5,65.88,No
1237,FORM-2023,2023-12-15,3.42,Medium,2025-01-25,2.89,75.12,No
1237,FORM-2024,2024-12-15,3.37,Medium,2025-01-25,3.37,74.25,No
1238,FORM-2022,2022-12-15,3.65,Medium,2021-06-17,3.73,64.38,No
1238,FORM-2023,2023-12-15,3.23,Medium,2021-06-17,3.34,62.13,No
1238,FORM-2024,2024-12-15,3.28,Medium,2021-06-17,3.51,65.11,No
1239,FORM-2022,2022-12-15,3.07,Medium,2024-12-31,3.03,70.43,No
1239,FORM-2023,2023-12-15,3.94,Medium,2024-12-31,3.95,82.66,No
1239,FORM-2024,2024-12-15,3.11,Medium,2024-12-31,3.56,70.06,No
1240,FORM-2022,2022-12-15,3.67,Medium,2024-02-03,3.72,78.93,No
1240,FORM-2023,2023-12-15,4.33,High,2024-02-03,4.58,90.71,No
1240,FORM-2024,2024-12-15,4.02,High,2024-02-03,3.62,89.18,No
1241,FORM-2022,2022-12-15,3.68,Medium,2024-12-31,3.74,73.43,No
1241,FORM-2023,2023-12-15,4.38,High,2024-12-31,4.27,80.61,No
1241,FORM-2024,2024-12-15,4.58,High,2024-12-31,4.75,100.0,Yes
1245,FORM-2022,2022-12-15,3.83,Medium,2022-05-23,3.92,82.02,No
1245,FORM-2023,2023-12-15,3.34,Medium,2022-05-23,2.95,61.85,No
1245,FORM-2024,2024-12-15,3.53,Medium,2022-05-23,3.98,86.01,No
1247,FORM-2022,2022-12-15,3.75,Medium,2024-10-25,3.77,73.08,No
1247,FORM-2023,2023-12-15,3.73,Medium,2024-10-25,3.82,76.64,No
1247,FORM-2024,2024-12-15,3.67,Medium,2024-10-25,3.64,69.77,No
1248,FORM-2023,2023-12-15,2.58,Medium,2024-12-31,2.48,55.75,No
1248,FORM-2024,2024-12-15,3.19,Medium,2024-12-31,3.06,69.63,No
1249,FORM-2022,2022-12-15,3.43,Medium,2018-07-11,3.67,67.46,No
1249,FORM-2023,2023-12-15,4.3,High,2018-07-11,4.65,90.36,No
1249,FORM-2024,2024-12-15,4.12,High,2018-07-11,3.96,92.84,No
1250,FORM-2022,2022-12-15,2.79,Medium,2018-05-06,2.81,52.12,No
1250,FORM-2023,2023-12-15,2.45,Low,2018-05-06,2.13,46.39,No
1250,FORM-2024,2024-12-15,3.64,Medium,2018-05-06,3.55,78.43,No
